Game,Copies sold,Release date,Genre,Developer,Publisher,Console_name
The Incredibles,1.04 million,2004-10-31,Action-adventure,Heavy Iron Studios,THQ,PlayStation 2
Sonic Mega Collection Plus,1.74 million,2004-11-02,Compilation,Sonic Team,Sega,PlayStation 2
WWE SmackDown! vs. Raw,2 million,2004-11-02,Sports,Yuke's,WW: THQJP: Yuke's,PlayStation 2
Ratchet & Clank: Up Your Arsenal,3.218 million,2004-11-03,Platform,Insomniac Games,Sony Computer Entertainment,PlayStation 2
Jak 3,1.33 million,2004-11-09,Platformthird-person shooteraction-adventure,Naughty Dog,Sony Computer Entertainment,PlayStation 2
Need for Speed: Underground 2,2.106 million,2004-11-15,Racing,EA Black Box,Electronic Arts,PlayStation 2
Call of Duty: Finest Hour,1.714 million,2004-11-16,First-person shooter,Spark Unlimited,Activision,PlayStation 2
Dragon Ball Z: Budokai 3,1.836 million,2004-11-16,Fighting,Dimps,JP/EU: Bandai GamesNA/AU: Atari,PlayStation 2
Metal Gear Solid 3: Snake Eater,4 million,2004-11-17,Action-adventurestealth,Konami Computer Entertainment Japan,Konami,PlayStation 2
Dragon Quest VIII: Journey of the Cursed King,4.88 million,2004-11-27,Role-playing,Level-5,Square Enix,PlayStation 2
Gran Turismo 4,11.76 million,2004-12-28,Racing,Polyphony Digital,Sony Computer Entertainment,PlayStation 2
Devil May Cry 3: Dante's Awakening,2.3 million,2005-02-17,Action-adventurehack and slash,Capcom,Capcom,PlayStation 2
MVP Baseball 2005,1.14 million,2005-02-22,Sports,EA Canada,Electronic Arts,PlayStation 2
God of War,4.61 million,2005-03-22,Action-adventurehack and slash,Santa Monica Studio,WW: Sony Computer EntertainmentJP: Capcom,PlayStation 2
Tekken 5,6 million,2005-03-31,Fighting,Namco,WW: NamcoEU: Sony Computer Entertainment,PlayStation 2
Lego Star Wars: The Video Game,2.5 million,2005-04-02,Action-adventure,Traveller's Tales,Eidos InteractiveGiant Interactive Entertainment,PlayStation 2
Midnight Club 3: Dub Edition,1.1 million,2005-04-11,Racing,Rockstar San Diego,Rockstar Games,PlayStation 2
Star Wars: Episode III – Revenge of the Sith,1.771 million,2005-05-04,Action,The Collective,LucasArts,PlayStation 2
Madagascar,1.31 million,2005-05-23,Action-adventure,Toys for Bob,Activision,PlayStation 2
NCAA Football 06,1.39 million,2005-07-11,Sports,EA Tiburon,EA Sports,PlayStation 2
Pro Evolution Soccer 5[bf],2.006 million,2005-08-04,Sports,Konami,Konami,PlayStation 2
Madden NFL 06,3.77 million,2005-08-08,Sports,EA Tiburon,EA Sports,PlayStation 2
NBA Live 06,1.278 million,2005-09-26,Sports,EA Canada,EA Sports,PlayStation 2
Bratz: Rock Angelz,1.4 million,2005-10-04,Adventure,Blitz Games,THQ,PlayStation 2
Resident Evil 4,2.3 million,2005-10-25,Survival horrorthird-person shooter,Capcom Production Studio 4,Capcom,PlayStation 2
Ratchet: Deadlocked,2.169 million,2005-10-25,Platform,Insomniac Games,Sony Computer Entertainment,PlayStation 2
Star Wars: Battlefront II,2.33 million,2005-10-31,Actionthird-person shooterfirst-person shooter,Pandemic Studios,LucasArts,PlayStation 2
Guitar Hero,1.53 million,2005-11-07,Musicrhythm,Harmonix,RedOctane,PlayStation 2
WWE SmackDown! vs. Raw 2006,2.9 million,2005-11-11,Sports,Yuke's,WW: THQJP: Yuke's,PlayStation 2
Need for Speed: Most Wanted,2.53 million,2005-11-15,Racing,EA CanadaEA Black Box,Electronic Arts,PlayStation 2
Yakuza,1.7 million,2005-12-08,Action-adventure,Sega NE R&D,Sega,PlayStation 2
Kingdom Hearts II,4.757 million,2005-12-22,Action role-playing,Square Enix Product Development Division 1,Square Enix,PlayStation 2
Dirge of Cerberus: Final Fantasy VII,1.245 million,2006-01-26,Action role-playingthird-person shooter,Square EnixMonolith Soft,Square Enix,PlayStation 2
Final Fantasy XII,6 million,2006-03-16,Role-playing,Square Enix,Square Enix,PlayStation 2
Pro Evolution Soccer 6[bm],1.889 million,2006-04-27,Sports,Konami,Konami,PlayStation 2
Grand Theft Auto: Liberty City Stories,1.702 million,2006-06-06,Action-adventure,Rockstar LeedsRockstar North,Rockstar Games,PlayStation 2
Cars,1.21 million,2006-06-06,Action-adventureRacing,Rainbow Studios,THQ,PlayStation 2
NCAA Football 07,1.32 million,2006-07-18,Sports,EA Tiburon,EA Sports,PlayStation 2
Madden NFL 07,2.8 million,2006-08-22,Sports,EA Tiburon,EA Sports,PlayStation 2
Lego Star Wars II: The Original Trilogy,1.38 million,2006-09-12,Action-adventure,Traveller's Tales,LucasArts,PlayStation 2
Dragon Ball Z: Budokai Tenkaichi 2,1.18 million,2006-10-05,Fighting,Spike,JP/EU: Namco Bandai GamesNA/AU: Atari,PlayStation 2
Scarface: The World Is Yours,1.22 million,2006-10-08,Action-adventure,Radical Entertainment,Vivendi Games,PlayStation 2
Bully,1.5 million,2006-10-17,Action-adventure,Rockstar Vancouver,Rockstar Games,PlayStation 2
Guitar Hero II,3.41 million,2006-11-07,Musicrhythm,Harmonix,RedOctane,PlayStation 2
WWE SmackDown vs. Raw 2007,1.53 million,2006-11-10,Sports,Yuke's,THQ,PlayStation 2
God of War II,4.24 million,2007-03-13,Action-adventurehack and slash,Santa Monica Studio,WW: Sony Computer EntertainmentJP: Capcom,PlayStation 2
Guitar Hero Encore: Rocks the 80s,1 million,2007-07-24,Musicrhythm,Harmonix,Activision,PlayStation 2
Madden NFL 08,1.9 million,2007-08-14,Sports,EA Tiburon,EA Sports,PlayStation 2
Dragon Ball Z: Budokai Tenkaichi 3,3 million,2007-10-04,Fighting,Spike,JP/EU: Namco Bandai GamesNA/AU: Atari,PlayStation 2
Guitar Hero III: Legends of Rock,3.234 million,2007-10-28,Musicrhythm,Neversoft,Activision,PlayStation 2
Resistance: Fall of Man,2.5 million,2006-11-14,First-person shooter,Insomniac Games,Sony Computer Entertainment,PlayStation 3
MotorStorm,3.31 million,2006-12-14,Racing,Evolution Studios,Sony Computer Entertainment,PlayStation 3
Heavenly Sword,1.5 million,2007-09-12,Action-adventurehack and slash,Ninja Theory,Sony Computer Entertainment,PlayStation 3
Ratchet & Clank Future: Tools of Destruction,1.25 million,2007-10-23,Platformaction-adventure,Insomniac Games,Sony Computer Entertainment,PlayStation 3
Call of Duty 4: Modern Warfare,1.977 million,2007-11-05,First-person shooter,Infinity Ward,Activision,PlayStation 3
Lego Star Wars: The Complete Saga,2.16 million,2007-11-06,Action-adventure,Traveller's Tales,LucasArts,PlayStation 3
Uncharted: Drake's Fortune,4.8 million,2007-11-16,Action-adventurethird-person shooter,Naughty Dog,Sony Computer Entertainment,PlayStation 3
Gran Turismo 5 Prologue,5.35 million,2007-12-13,Sim racing,Polyphony Digital,Sony Computer Entertainment,PlayStation 3
Grand Theft Auto IV,4.33 million,2008-04-29,Action-adventure,Rockstar North,Rockstar Games,PlayStation 3
Metal Gear Solid 4: Guns of the Patriots,6 million,2008-06-12,Action-adventurestealth,Kojima Productions,Konami,PlayStation 3
LittleBigPlanet,3 million,2008-10-27,Puzzle-platformersandbox,Media Molecule,Sony Computer Entertainment,PlayStation 3
MotorStorm: Pacific Rift,1 million,2008-10-28,Racing,Evolution Studios,Sony Computer Entertainment,PlayStation 3
Call of Duty: World at War,1.83 million,2008-11-11,First-person shooter,Treyarch,Activision,PlayStation 3
Mortal Kombat vs. DC Universe,2 million,2008-11-16,Fighting,Midway Games,Midway Games,PlayStation 3
Demon's Souls,1.7 million,2009-02-05,Action role-playing,FromSoftware,JP: Sony Computer EntertainmentNA: Atlus USAPAL: Namco Bandai Games,PlayStation 3
Killzone 2,2 million,2009-02-26,First-person shooter,Guerrilla Games,Sony Computer Entertainment,PlayStation 3
Resident Evil 5,1.62 million,2009-03-05,Third-person shooter,Capcom,Capcom,PlayStation 3
inFAMOUS,~2 million,2009-05-26,Action-adventure,Sucker Punch Productions,Sony Computer Entertainment,PlayStation 3
Batman: Arkham Asylum,4.23 million,2009-08-25,Action-adventure,Rocksteady Studios,Warner Bros. GamesEidos Interactive,PlayStation 3
Uncharted 2: Among Thieves,6.5 million,2009-10-13,Action-adventurethird-person shooter,Naughty Dog,Sony Computer Entertainment,PlayStation 3
Call of Duty: Modern Warfare 2,4.8 million,2009-11-10,First-person shooter,Infinity Ward,Activision,PlayStation 3
God of War Collection,2.42 million,2009-11-17,Action-adventurehack and slash,Santa Monica StudioBluepoint Games,WW: Sony Computer EntertainmentJP: Capcom,PlayStation 3
Final Fantasy XIII,5 million,2009-12-17,Role-playing,Square Enix 1st Production Department,Square Enix,PlayStation 3
Heavy Rain,3.03 million,2010-02-23,Interactive dramaaction-adventure,Quantic Dream,Sony Computer Entertainment,PlayStation 3
God of War III,5.2 million,2010-03-16,Action-adventurehack and slash,Santa Monica Studio,Sony Computer Entertainment,PlayStation 3
Red Dead Redemption,1.35 million,2010-05-18,Action-adventure,Rockstar San Diego,Rockstar Games,PlayStation 3
Call of Duty: Black Ops,3.269 million,2010-11-09,First-person shooter,Treyarch,Activision,PlayStation 3
Gran Turismo 5,11.95 million,2010-11-24,Sim racing,Polyphony Digital,Sony Computer Entertainment,PlayStation 3
Dark Souls,1.9 million,2011-09-22,Action role-playing,FromSoftware,WW: Namco Bandai GamesJP: FromSoftware,PlayStation 3
Batman: Arkham City,5.48 million,2011-10-18,Action-adventure,Rocksteady Studios,Warner Bros. Games,PlayStation 3
Uncharted 3: Drake's Deception,6.6 million,2011-11-01,Action-adventurethird-person shooter,Naughty Dog,Sony Computer Entertainment,PlayStation 3
Ni no Kuni: Wrath of the White Witch,1.1 million,2011-11-17,Role-playing,Level-5,WW: Namco Bandai GamesJP: Level-5,PlayStation 3
The Last of Us,7 million,2013-06-14,Action-adventuresurvival horror,Naughty Dog,Sony Computer Entertainment,PlayStation 3
Grand Theft Auto V,29.52 million,2013-09-17,Action-adventure,Rockstar North,Rockstar Games,PlayStation 3
Beyond: Two Souls,2.8 million,2013-10-08,Interactive dramaaction-adventure,Quantic Dream,Sony Computer Entertainment,PlayStation 3
Batman: Arkham Origins,2.29 million,2013-10-25,Action-adventure,WB Games MontréalSplash Damage,Warner Bros. Games,PlayStation 3
Gran Turismo 6,5.22 million,2013-12-06,Sim racing,Polyphony Digital,Sony Computer Entertainment,PlayStation 3
Minecraft: PlayStation 3 Edition,1.5 million,2013-12-17,Sandboxsurvival,4J Studios,Sony Computer Entertainment,PlayStation 3
Dark Souls II,1.1 million,2014-03-11,Action role-playing,FromSoftware,WW: Bandai Namco GamesJP: FromSoftware,PlayStation 3
Knack,2 million,2013-11-15,Platformbeat 'em up,Japan Studio,Sony Computer Entertainment,PlayStation 4
Killzone: Shadow Fall,2.1 million,2013-11-15,First-person shooter,Guerrilla Games,Sony Computer Entertainment,PlayStation 4
Infamous Second Son,6 million,2014-03-21,Action-adventure,Sucker Punch Productions,Sony Computer Entertainment,PlayStation 4
The Last of Us Remastered,10 million,2014-07-29,Action-adventuresurvival horror,Naughty Dog,Sony Computer Entertainment,PlayStation 4
Minecraft: PlayStation 4 Edition,2 million,2014-09-04,Sandboxsurvival,4J Studios,Sony Computer Entertainment,PlayStation 4
Driveclub,2 million,2014-10-07,Racing,Evolution Studios,Sony Computer Entertainment,PlayStation 4
Grand Theft Auto V,20 million,2014-11-18,Action-adventure,Rockstar North,Rockstar Games,PlayStation 4
Bloodborne,2 million,2015-03-24,Action role-playing,FromSoftware,Sony Computer Entertainment,PlayStation 4
The Witcher 3: Wild Hunt,10.8 million,2015-05-18,Action role-playing,CD Projekt Red,CD Projekt,PlayStation 4
Metal Gear Solid V: The Phantom Pain,1.1 million,2015-09-01,Action-adventurestealth,Kojima Productions,Konami,PlayStation 4
Star Wars Battlefront,8.42 million,2015-11-17,First-person shooterthird-person shooter,EA DICE,Electronic Arts,PlayStation 4
Uncharted 4: A Thief's End,16 million,2016-05-10,Action-adventure,Naughty Dog,Sony Interactive Entertainment,PlayStation 4
FIFA 17,3.12 million,2016-09-27,Sports,EA CanadaEA Bucharest,EA Sports,PlayStation 4
Battlefield 1,1.3 million,2016-10-21,First-person shooter,EA DICE,Electronic Arts,PlayStation 4
Final Fantasy XV,2.5 million,2016-11-29,Action role-playing,Square Enix Business Division 2,Square Enix,PlayStation 4
Nioh,1 million,2017-02-07,Action role-playing,Team Ninja,WW: Sony Interactive EntertainmentJP: Koei Tecmo,PlayStation 4
Nier: Automata,2.6 million,2017-02-23,Action role-playing,PlatinumGames,Square Enix,PlayStation 4
Horizon Zero Dawn,10 million,2017-02-28,Action role-playing,Guerrilla Games,Sony Interactive Entertainment,PlayStation 4
Crash Bandicoot N. Sane Trilogy,2.5 million,2017-06-30,Platform,Vicarious Visions,Activision,PlayStation 4
Final Fantasy XII: The Zodiac Age,1.2 million,2017-07-11,Role-playing,Square Enix,Square Enix,PlayStation 4
Dragon Quest XI: Echoes of an Elusive Age,1.3 million,2017-07-29,Role-playing,Square Enix,Square Enix,PlayStation 4
FIFA 18,2.47 million,2017-09-29,Sports,EA CanadaEA Bucharest,EA Sports,PlayStation 4
Gran Turismo Sport,12.72 million,2017-10-17,Racing,Polyphony Digital,Sony Interactive Entertainment,PlayStation 4
Monster Hunter: World,4.67 million,2018-01-26,Action role-playing,Capcom,Capcom,PlayStation 4
God of War,19.5 million,2018-04-20,Action-adventurehack and slash,Santa Monica Studio,Sony Interactive Entertainment,PlayStation 4
Detroit: Become Human,5.5 million,2018-05-25,Adventure,Quantic Dream,Sony Interactive Entertainment,PlayStation 4
Marvel's Spider-Man,20 million,2018-09-07,Action-adventure,Insomniac Games,Sony Interactive Entertainment,PlayStation 4
FIFA 19,1.45 million,2018-09-25,Sports,EA CanadaEA Bucharest,EA Sports,PlayStation 4
Kingdom Hearts III,1 million,2019-01-25,Action role-playing,Square Enix,Square Enix,PlayStation 4
FIFA 20,1.76 million,2019-09-24,Sports,EA CanadaEA Bucharest,EA Sports,PlayStation 4
Persona 5 Royal,2.3 million,2019-10-31,Role-playingsocial simulation,P-Studio,Atlus,PlayStation 4
Nioh 2,1.46 million,2020-03-12,Action role-playing,Team Ninja,WW: Sony Interactive EntertainmentJP: Koei Tecmo,PlayStation 4
Final Fantasy VII Remake,5 million,2020-04-10,Action role-playing,Square Enix,Square Enix,PlayStation 4
The Last of Us Part II,10 million,2020-06-19,Action-adventuresurvival horror,Naughty Dog,Sony Interactive Entertainment,PlayStation 4
Ghost of Tsushima,9.73 million,2020-07-17,Action-adventurestealth,Sucker Punch Productions,Sony Interactive Entertainment,PlayStation 4
FIFA 21,1.12 million,2020-10-09,Sports,EA CanadaEA Bucharest,EA Sports,PlayStation 4
Cyberpunk 2077,3.83 million,2020-12-10,Action role-playing,CD Projekt Red,CD Projekt,PlayStation 4
FIFA 22,1.16 million,2021-10-01,Sports,EA CanadaEA Bucharest,EA Sports,PlayStation 4
Demon's Souls,1.4 million,2020-11-12,Action role-playing,Bluepoint Games,Sony Interactive Entertainment,PlayStation 5
Ratchet & Clank: Rift Apart,3.97 million,2021-06-11,"Platform, third-person shooter",Insomniac Games,Sony Interactive Entertainment,PlayStation 5
Elden Ring,3.64 million,2022-02-25,Action role-playing,FromSoftware,Bandai Namco EntertainmentJP: FromSoftware,PlayStation 5
Final Fantasy XVI,3 million,2023-06-22,Action role-playing,Square Enix Creative Business Unit III,Square Enix,PlayStation 5
EA Sports FC 24,1.04 million,2023-09-29,Sports,EA CanadaEA Bucharest,EA Sports,PlayStation 5
Marvel's Spider-Man 2,10 million,2023-10-20,Action-adventure,Insomniac Games,Sony Interactive Entertainment,PlayStation 5
Luigi's Mansion,3.33 million,2001-09-14,Action-adventure,Nintendo EAD,Nintendo,GameCube
Pikmin,1.60 million,2001-10-26,Real-time strategypuzzle,Nintendo EAD,Nintendo,GameCube
Star Wars Rogue Squadron II: Rogue Leader,1.13 million,2001-11-18,Action,Factor 5,LucasArts,GameCube
Super Smash Bros. Melee,7.41 million,2001-11-21,Fighting,HAL Laboratory,Nintendo,GameCube
Animal Crossing,2.71 million,2001-12-14,Social simulation,Nintendo EAD,Nintendo,GameCube
Sonic Adventure 2: Battle,1.73 million,2001-12-20,Platformer,Sonic Team USA,Sega,GameCube
Resident Evil,1.35 million,2002-03-22,Survival horror,Capcom Production Studio 4,Capcom,GameCube
Super Mario Sunshine,5.91 million,2002-07-19,Platformer,Nintendo EAD,Nintendo,GameCube
Star Fox Adventures,1.82 million,2002-09-23,Action-adventure,Rare,Nintendo,GameCube
Mario Party 4,2.46 million,2002-10-21,Party,Hudson Soft,Nintendo,GameCube
Sonic Mega Collection,1.37 million,2002-11-10,Compilation,Sonic Team,Sega,GameCube
Resident Evil Zero,1.25 million,2002-11-12,Survival horror,Capcom,Capcom,GameCube
Metroid Prime,2.84 million,2002-11-17,Action-adventure,Retro Studios,Nintendo,GameCube
The Legend of Zelda: The Wind Waker,4.43 million,2002-12-13,Action-adventure,Nintendo EAD,Nintendo,GameCube
Soulcalibur II,1.09 million,2003-03-27,Fighting,Namco,Namco,GameCube
Sonic Adventure DX: Director's Cut,1.60 million,2003-06-18,Action-adventure Platformer,Sonic Team,Sega,GameCube
Kirby Air Ride,1.35 million,2003-07-11,Racing,HAL Laboratory,Nintendo,GameCube
Mario Golf: Toadstool Tour,1.27 million,2003-07-28,Sports,Camelot Software Planning,Nintendo,GameCube
Final Fantasy Crystal Chronicles,1.30 million,2003-08-08,Action role-playing,The Game Designers Studio,Nintendo,GameCube
Mario Kart: Double Dash,6.96 million,2003-11-07,Racing,Nintendo EAD,Nintendo,GameCube
Mario Party 5,2.17 million,2003-11-10,Party,Hudson Soft,Nintendo,GameCube
Pokémon Colosseum,2.41 million,2003-11-21,Role-playing,Genius Sonority,NintendoThe Pokémon Company,GameCube
Donkey Konga,1.18 million,2003-12-12,Music,Namco,Nintendo,GameCube
Sonic Heroes,1.42 million,2003-12-30,Action-adventure Platformer,Sonic Team,Sega,GameCube
Pikmin 2,1.12 million,2004-04-29,Real-time strategypuzzle,Nintendo EAD,Nintendo,GameCube
Paper Mario: The Thousand-Year Door,1.91 million,2004-07-22,Role-playing,Intelligent Systems,Nintendo,GameCube
Mario Power Tennis,1.16 million,2004-10-28,Sports,Camelot Software Planning,Nintendo,GameCube
Metroid Prime 2: Echoes,1.10 million,2004-11-15,Action-adventure,Retro Studios,Nintendo,GameCube
Mario Party 6,1.63 million,2004-11-18,Party,Hudson Soft,Nintendo,GameCube
Resident Evil 4,1.60 million,2005-01-11,Survival horror,Capcom Production Studio 4,Capcom,GameCube
Star Fox: Assault,1.06 million,2005-02-14,Scrolling shooterthird-person shooter,Namco,Nintendo,GameCube
Mario Superstar Baseball,1.05 million,2005-07-21,Sports,Namco,Nintendo,GameCube
Pokémon XD: Gale of Darkness,1.42 million,2005-08-04,Role-playing,Genius Sonority,NintendoThe Pokémon Company,GameCube
Sonic Gems Collection,1 million,2005-08-11,Compilation,Sonic Team,Sega,GameCube
Mario Party 7,2.08 million,2005-11-07,Party,Hudson Soft,Nintendo,GameCube
Super Mario Strikers,1.60 million,2005-11-18,Sports,Next Level Games,Nintendo,GameCube
The Legend of Zelda: Twilight Princess,1.43 million,2006-12-02,Action-adventure,Nintendo EAD,Nintendo,GameCube
The Legend of Zelda: Breath of the Wild,31.85 million,2017-03-03,Action-adventure,Nintendo EPD,Nintendo,Nintendo Switch
1-2-Switch,3.74 million,2017-03-03,Party,Nintendo EPD,Nintendo,Nintendo Switch
Mario Kart 8 Deluxe,61.97 million,2017-04-28,Kart racing,Nintendo EPD,Nintendo,Nintendo Switch
Minecraft,5.67 million,2017-05-11,Sandboxsurvival,Mojang,JP: Xbox Game StudiosNA/PAL: Mojang,Nintendo Switch
Arms,2.72 million,2017-06-16,Fighting,Nintendo EPD,Nintendo,Nintendo Switch
Splatoon 2,13.60 million,2017-07-21,Third-person shooter,Nintendo EPD,Nintendo,Nintendo Switch
Naruto Shippudden: Ultimate Ninja Storm Trilogy,1.73 million,2017-07-27,Fighting,CyberConnect2,Bandai Namco Entertainment,Nintendo Switch
Mario + Rabbids Kingdom Battle,2 million,2017-08-29,Tactical role-playing,Ubisoft ParisUbisoft Milan,NA/PAL: UbisoftJP/KOR: Nintendo[30],Nintendo Switch
Dragon Ball Xenoverse 2,1.82 million,2017-09-07,Fighting,Dimps,Bandai Namco Entertainment,Nintendo Switch
Pokkén Tournament DX,1.54 million,2017-09-22,Fighting,Bandai Namco Studios,JP: The Pokémon CompanyNA/PAL: Nintendo,Nintendo Switch
Super Mario Odyssey,27.96 million,2017-10-27,Platformer,Nintendo EPD,Nintendo,Nintendo Switch
Resident Evil: Revelations Collection,1.40 million,2017-11-27,Survival horror,Capcom,Capcom,Nintendo Switch
Xenoblade Chronicles 2,2.70 million,2017-12-01,Action role-playing,Monolith Soft,Nintendo,Nintendo Switch
Human: Fall Flat,2 million,2017-12-07,Puzzle-platform,No Brakes Games,JP: Teyon JapanNA/PAL: Curve Digital,Nintendo Switch
Enter the Gungeon,1 million,2017-12-14,Bullet hell,Dodge Roll,Devolver Digital,Nintendo Switch
Bayonetta 2,1.23 million,2018-02-16,Action-adventurehack and slash,PlatinumGames,Nintendo,Nintendo Switch
Bayonetta,1.24 million,2018-02-16,Action-adventurehack and slash,PlatinumGames,Nintendo,Nintendo Switch
Kirby Star Allies,4.38 million,2018-03-16,Platformer,HAL Laboratory,Nintendo,Nintendo Switch
Nintendo Labo Toy-Con 01: Variety Kit,1.42 million,2018-04-20,Construction kit,Nintendo EPD,Nintendo,Nintendo Switch
Donkey Kong Country: Tropical Freeze,4.62 million,2018-05-04,Platformer,Retro Studios,Nintendo,Nintendo Switch
Mario Tennis Aces,4.50 million,2018-06-22,Sports,Camelot Software Planning,Nintendo,Nintendo Switch
Captain Toad: Treasure Tracker,2.35 million,2018-07-13,Action puzzle,Nintendo EPD,Nintendo,Nintendo Switch
Octopath Traveler,2.16 million,2018-07-13,Role-playing,Square EnixAcquire,JP: Square EnixNA/PAL: Nintendo,Nintendo Switch
Taiko no Tatsujin: Drum 'n' Fun!,2.27 million,2018-07-19,Rhythm,Bandai Namco Studios,Bandai Namco Entertainment,Nintendo Switch
Dragon Ball FighterZ,2.43 million,2018-09-27,Fighting,Arc System Works,Bandai Namco Entertainment,Nintendo Switch
Super Mario Party,20.66 million,2018-10-05,Party,NDcube,Nintendo,Nintendo Switch
Dark Souls Remastered,1.15 million,2018-10-19,Action role-playing game,FromSoftware,Bandai Namco Entertainment,Nintendo Switch
"Pokémon: Let's Go, Pikachu! and Let's Go, Eevee!",15.07 million,2018-11-16,Role-playing,Game Freak,The Pokémon CompanyNintendo,Nintendo Switch
Super Smash Bros. Ultimate,34.22 million,2018-12-07,Fighting,Bandai Namco StudiosSora Ltd.,Nintendo,Nintendo Switch
Fitness Boxing,1 million,2018-12-20,Exergamerhythm,Imagineer,JP: ImagineerNA/PAL: Nintendo,Nintendo Switch
New Super Mario Bros. U Deluxe,17.45 million,2019-01-11,Platformer,Nintendo EPD,Nintendo,Nintendo Switch
Yoshi's Crafted World,3.35 million,2019-03-29,Platformer,Good-Feel,Nintendo,Nintendo Switch
Dragon's Dogma: Dark Arisen,1.10 million,2019-04-23,Role-playing,Capcom,Capcom,Nintendo Switch
Thief Simulator,1 million,2019-05-19,Stealth,Noble Muffins,Forever Entertainment,Nintendo Switch
Super Mario Maker 2,8.42 million,2019-06-28,PlatformerLevel editor,Nintendo EPD,Nintendo,Nintendo Switch
Marvel Ultimate Alliance 3: The Black Order,1.60 million,2019-07-19,Action role-playing,Team Ninja,Nintendo,Nintendo Switch
Fire Emblem: Three Houses,4.12 million,2019-07-26,Tactical role-playing,Intelligent SystemsKoei Tecmo,Nintendo,Nintendo Switch
Astral Chain,1.33 million,2019-08-30,Action-adventurehack and slash,PlatinumGames,Nintendo,Nintendo Switch
The Legend of Zelda: Link's Awakening,6.46 million,2019-09-20,Action-adventure,Grezzo,Nintendo,Nintendo Switch
Ring Fit Adventure,15.38 million,2019-10-18,Exergamerole-playing,Nintendo EPD,Nintendo,Nintendo Switch
Resident Evil 6,1 million,2019-10-29,Survival horror,Capcom,Capcom,Nintendo Switch
Luigi's Mansion 3,14.25 million,2019-10-31,Action-adventure,Next Level Games,Nintendo,Nintendo Switch
Mario & Sonic at the Olympic Games Tokyo 2020,1.02 million,2019-11-01,Sports,Sega,Sega,Nintendo Switch
Pokémon Sword and Shield,26.27 million,2019-11-15,Role-playing,Game Freak,The Pokémon CompanyNintendo,Nintendo Switch
Dr Kawashima's Brain Training for Nintendo Switch,1.27 million,2019-12-27,Puzzle,"Nintendo EPD, indieszero",Nintendo,Nintendo Switch
Pokémon Mystery Dungeon: Rescue Team DX,1.99 million,2020-03-06,Roguelike,Spike Chunsoft,Nintendo,Nintendo Switch
Animal Crossing: New Horizons,45.36 million,2020-03-20,Social simulation,Nintendo EPD,Nintendo,Nintendo Switch
Xenoblade Chronicles: Definitive Edition,1.88 million,2020-05-29,Action role-playing,Monolith Soft,Nintendo,Nintendo Switch
Clubhouse Games: 51 Worldwide Classics,4.64 million,2020-06-05,Tabletop game,NDcube,Nintendo,Nintendo Switch
Paper Mario: The Origami King,3.47 million,2020-07-17,Role-playingaction-adventure,Intelligent Systems,Nintendo,Nintendo Switch
Super Mario 3D All-Stars,9.07 million,2020-09-18,Platformercompilation,Nintendo,Nintendo,Nintendo Switch
Mario Kart Live: Home Circuit,1.73 million,2020-10-16,Kart racingaugmented reality,Velan Studios,Nintendo,Nintendo Switch
Pikmin 3 Deluxe,2.40 million,2020-10-30,Real-time strategy,Eighting,Nintendo,Nintendo Switch
"Momotaro Dentetsu: Showa, Heisei, Reiwa Mo Teiban!",4 million,2020-11-19,Board game,Konami,JP: Konami,Nintendo Switch
Hyrule Warriors: Age of Calamity,4 million,2020-11-20,Hack and slash,Omega Force,JP: Koei TecmoNA/PAL: Nintendo,Nintendo Switch
Fitness Boxing 2: Rhythm and Exercise,1 million,2020-12-04,Exergamerhythm,Imagineer,JP: ImagineerNA/PAL: Nintendo,Nintendo Switch
Among Us,3.20 million,2020-12-15,Partysocial deduction,Innersloth,Innersloth,Nintendo Switch
Super Mario 3D World + Bowser's Fury,13.47 million,2021-02-12,Platformer,Nintendo EPD,Nintendo,Nintendo Switch
Story of Seasons: Pioneers of Olive Town,1 million,2021-02-25,Simulationrole-playing,Marvelous,Xseed Games,Nintendo Switch
Monster Hunter Rise,8.02 million,2021-03-26,Action role-playing,Capcom,Capcom,Nintendo Switch
New Pokémon Snap,2.74 million,2021-04-30,Photography,Bandai Namco Studios,JP: The Pokémon CompanyNA/PAL: Nintendo,Nintendo Switch
Miitopia,1.79 million,2021-05-21,Role-playing,Grezzo,Nintendo,Nintendo Switch
Game Builder Garage,1.15 million,2021-06-11,Programming,Nintendo EPD,Nintendo,Nintendo Switch
Mario Golf: Super Rush,2.48 million,2021-06-25,Sports,Camelot Software Planning,Nintendo,Nintendo Switch
The Legend of Zelda: Skyward Sword HD,4.15 million,2021-07-16,Action-adventure,Tantalus Media,Nintendo,Nintendo Switch
WarioWare: Get It Together!,1.34 million,2021-09-10,Party,Intelligent Systems,Nintendo,Nintendo Switch
Metroid Dread,3.07 million,2021-10-08,Action-adventure,MercurySteamNintendo EPD,Nintendo,Nintendo Switch
Mario Party Superstars,12.89 million,2021-10-29,Party,NDcube,Nintendo,Nintendo Switch
Shin Megami Tensei V,1.10 million,2021-11-11,Role-playing,Atlus,JP: AtlusNA: SegaPAL: Nintendo,Nintendo Switch
Pokémon Brilliant Diamond and Shining Pearl,15.06 million,2021-11-19,Role-playing,ILCA,The Pokémon CompanyNintendo,Nintendo Switch
Big Brain Academy: Brain vs. Brain,1.94 million,2021-12-03,Puzzle,"Nintendo EPD, indieszero",Nintendo,Nintendo Switch
